Conversation_ID,Turn_No,Utterance_ID,Speaker,Utterance,Intent,Slots
67,1,67_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
67,2,67_2,USER,Train no 15015 k current status check karo on 18-03-2020,trainStatus,00TrainNo000000Date
67,3,67_3,BOT,Train is at GORAKHPUR JUNCTION.,,
67,4,67_4,BOT,Sevak se sampark karne k liye dhanyawad,,
68,0,68_0,USER,Hello,greet,0
68,1,68_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
68,2,68_2,USER,abhi train no 12433 kaha par hai,trainStatus,000TrainNo000
68,3,68_3,BOT,Aap kis tareekh ko travel karenge,,
68,4,68_4,USER,17-03-2020,inform,Date
68,5,68_5,BOT,Train is at CHENNAI CENTRAL.,,
68,6,68_6,BOT,Sevak se sampark karne k liye dhanyawad,,
69,0,69_0,USER,Hi Sevak,greet,00
69,1,69_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
69,2,69_2,USER,mujhe train ka running status batao,trainStatus,000000
69,3,69_3,BOT,Can I have your train number,,
69,4,69_4,USER,Oh! 18238,inform,00000TrainNo
69,5,69_5,BOT,Aap kis tareekh ko travel karenge,,
69,6,69_6,USER,19-03-2020,inform,Date
69,7,69_7,BOT,Train is at AMRITSAR JUNCTION.,,
69,8,69_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
70,0,70_0,USER,namaste sevak,greet,00
70,1,70_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
70,2,70_2,USER,kaha tak pahuch gaye train 22404,trainStatus,00000TrainNo
70,3,70_3,BOT,Aap kis tareekh ko travel karenge,,
70,4,70_4,USER,17-03-2020,inform,Date
70,5,70_5,BOT,Train is at NEW DELHI.,,
70,6,70_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
71,0,71_0,USER,Hey,greet,0
71,1,71_1,BOT,Hello. Apni query bataye,,
71,2,71_2,USER,22403 kaha par hai status,trainStatus,TrainNo0000
71,3,71_3,BOT,Aap kis tareekh ko travel karenge,,
71,4,71_4,USER,18-03-2020,inform,Date
71,5,71_5,BOT,Train is at PUDUCHERRY.,,
71,6,71_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
72,0,72_0,USER,Hi Sevak,greet,00
72,1,72_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
72,2,72_2,USER,Train no 22911 k running status check karo,trainStatus,00TrainNo00000
72,3,72_3,BOT,Aap kis tareekh ko travel karenge,,
72,4,72_4,USER,19-03-2020,inform,Date
72,5,72_5,BOT,Train is at INDORE JUNCTION BG.,,
72,6,72_6,BOT,Sevak se sampark karne k liye dhanyawad,,
73,0,73_0,USER,Hello,greet,0
73,1,73_1,BOT,Hello. Apni query bataye,,
73,2,73_2,USER,abhi train no 12651 ka status kya hai,trainStatus,000TrainNo0000
73,3,73_3,BOT,Aap kis tareekh ko travel karenge,,
73,4,73_4,USER,17-03-2020,inform,Date
73,5,73_5,BOT,Train is at MADURAI JUNCTION.,,
73,6,73_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
74,0,74_0,USER,good evening,greet,00
74,1,74_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
74,2,74_2,USER,22691 ka status check karo on 19-03-2020,trainStatus,TrainNo00000Date
74,3,74_3,BOT,Train is at BANGALORE CY JUNCTION.,,
74,4,74_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
75,0,75_0,USER,namaskar ji,greet,00
75,1,75_1,BOT,Hello. Apni query bataye,,
75,2,75_2,USER,mujhe current status janna hai train no 12349 on 19-03-2020,trainStatus,0000000TrainNo0Date
75,3,75_3,BOT,Train is at BHAGALPUR.,,
75,4,75_4,BOT,Sevak se sampark karne k liye dhanyawad,,
76,0,76_0,USER,Hey,greet,0
76,1,76_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
76,2,76_2,USER,22351 status batao,trainStatus,TrainNo00
76,3,76_3,BOT,Aap kis tareekh ko travel karenge,,
76,4,76_4,USER,19-03-2020,inform,Date
76,5,76_5,BOT,Train is at DANAPUR.,,
76,6,76_6,BOT,Sevak se sampark karne k liye dhanyawad,,
77,0,77_0,USER,namaskar ji,greet,00
77,1,77_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
77,2,77_2,USER,status of 13414 19-03-2020,trainStatus,00TrainNoDate
77,3,77_3,BOT,Train is at DELHI.,,
77,4,77_4,BOT,Sevak se sampark karne k liye dhanyawad,,
78,0,78_0,USER,hi pal!,greet,00
78,1,78_1,BOT,Hello. Apni query bataye,,
78,2,78_2,USER,abhi train no 12508 ka running status check karo,trainStatus,000TrainNo00000
78,3,78_3,BOT,Aap kis tareekh ko travel karenge,,
78,4,78_4,USER,19-03-2020,inform,Date
78,5,78_5,BOT,Train is at GUWAHATI.,,
78,6,78_6,BOT,Sevak se sampark karne k liye dhanyawad,,
79,0,79_0,USER,Hi Sevak,greet,00
79,1,79_1,BOT,Hello. Apni query bataye,,
79,2,79_2,USER,currently kaha tak pahuch gaye train 12479,trainStatus,000000TrainNo
79,3,79_3,BOT,Aap kis tareekh ko travel karenge,,
79,4,79_4,USER,19-03-2020,inform,Date
79,5,79_5,BOT,Train is at JODHPUR JUNCTION.,,
79,6,79_6,BOT,Sevak se sampark karne k liye dhanyawad,,
80,0,80_0,USER,namaste,greet,0
80,1,80_1,BOT,Hello. Apni query bataye,,
80,2,80_2,USER,abhi 12658 kaha par hai,trainStatus,0TrainNo000
80,3,80_3,BOT,Aap kis tareekh ko travel karenge,,
80,4,80_4,USER,18-03-2020,inform,Date
80,5,80_5,BOT,Train is at BANGALORE CY JUNCTION.,,
80,6,80_6,BOT,Sevak se sampark karne k liye dhanyawad,,
81,0,81_0,USER,hi pal!,greet,00
81,1,81_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
81,2,81_2,USER,live status of train,trainStatus,0000
81,3,81_3,BOT,"Sir, what’s your train number",,
81,4,81_4,USER,Sorry man! its 12510,inform,000TrainNo
81,5,81_5,BOT,Aap kis tareekh ko travel karenge,,
81,6,81_6,USER,18-03-2020,inform,Date
81,7,81_7,BOT,Train is at GUWAHATI.,,
81,8,81_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
82,0,82_0,USER,namaste,greet,0
82,1,82_1,BOT,Hello. Apni query bataye,,
82,2,82_2,USER,22403 k status batao,trainStatus,TrainNo000
82,3,82_3,BOT,Aap kis tareekh ko travel karenge,,
82,4,82_4,USER,19-03-2020,inform,Date
82,5,82_5,BOT,Train is at PUDUCHERRY.,,
82,6,82_6,BOT,Sevak se sampark karne k liye dhanyawad,,
83,0,83_0,USER,namaskar ji,greet,00
83,1,83_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
83,2,83_2,USER,abhi 12424 kaha hai,trainStatus,0TrainNo00
83,3,83_3,BOT,Aap kis tareekh ko travel karenge,,
83,4,83_4,USER,18-03-2020,inform,Date
83,5,83_5,BOT,Train is at NEW DELHI.,,
83,6,83_6,BOT,Sevak se sampark karne k liye dhanyawad,,
84,0,84_0,USER,Hi Sevak,greet,00
84,1,84_1,BOT,Hello. Apni query bataye,,
84,2,84_2,USER,Train no 12394 ka running status batao,trainStatus,00TrainNo0000
84,3,84_3,BOT,Aap kis tareekh ko travel karenge,,
84,4,84_4,USER,19-03-2020,inform,Date
84,5,84_5,BOT,Train is at NEW DELHI.,,
84,6,84_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
85,0,85_0,USER,Hey,greet,0
85,1,85_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
85,2,85_2,USER,12253 ki current location kya hai,trainStatus,TrainNo00000
85,3,85_3,BOT,Aap kis tareekh ko travel karenge,,
85,4,85_4,USER,19-03-2020,inform,Date
85,5,85_5,BOT,Train is at YESVANTPUR JUNCTION.,,
85,6,85_6,BOT,Sevak se sampark karne k liye dhanyawad,,
86,0,86_0,USER,pranaam,greet,0
86,1,86_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
86,2,86_2,USER,Train no 22682 k current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
86,3,86_3,BOT,Train is at CHENNAI CENTRAL.,,
86,4,86_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
87,0,87_0,USER,namaste,greet,0
87,1,87_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
87,2,87_2,USER,12920 kaha hai,trainStatus,TrainNo00
87,3,87_3,BOT,Aap kis tareekh ko travel karenge,,
87,4,87_4,USER,19-03-2020,inform,Date
87,5,87_5,BOT,Train is at JAMMU TAWI.,,
87,6,87_6,BOT,Sevak se sampark karne k liye dhanyawad,,
88,0,88_0,USER,namaskar ji,greet,00
88,1,88_1,BOT,Hello. Apni query bataye,,
88,2,88_2,USER,Train no 12303 k running status check karo,trainStatus,00TrainNo00000
88,3,88_3,BOT,Aap kis tareekh ko travel karenge,,
88,4,88_4,USER,19-03-2020,inform,Date
88,5,88_5,BOT,Train is at HOWRAH JUNCTION.,,
88,6,88_6,BOT,Sevak se sampark karne k liye dhanyawad,,
89,0,89_0,USER,good evening,greet,00
89,1,89_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
89,2,89_2,USER,22692 kaha tak pahuch gaye train for 19-03-2020,trainStatus,TrainNo000000Date
89,3,89_3,BOT,Train is at H NIZAMUDDIN.,,
89,4,89_4,BOT,Sevak se sampark karne k liye dhanyawad,,
90,0,90_0,USER,Hello,greet,0
90,1,90_1,BOT,Hello. Apni query bataye,,
90,2,90_2,USER,19322 kaha tak pahuch gaye train,trainStatus,TrainNo00000
90,3,90_3,BOT,Aap kis tareekh ko travel karenge,,
90,4,90_4,USER,19-03-2020,inform,Date
90,5,90_5,BOT,Train is at RJNDR NGR BIHAR.,,
90,6,90_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
91,0,91_0,USER,namaskar ji,greet,00
91,1,91_1,BOT,Hello. Apni query bataye,,
91,2,91_2,USER,Train no 12514 ka running status batao for 18-03-2020,trainStatus,00TrainNo00000Date
91,3,91_3,BOT,Train is at GUWAHATI.,,
91,4,91_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
92,0,92_0,USER,Hello,greet,0
92,1,92_1,BOT,Hello. Apni query bataye,,
92,2,92_2,USER,12708 running status batao,trainStatus,TrainNo000
92,3,92_3,BOT,Aap kis tareekh ko travel karenge,,
92,4,92_4,USER,19-03-2020,inform,Date
92,5,92_5,BOT,Train is at H NIZAMUDDIN.,,
92,6,92_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
93,0,93_0,USER,good evening,greet,00
93,1,93_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
93,2,93_2,USER,live status of train,trainStatus,0000
93,3,93_3,BOT,Please enter valid train number,,
93,4,93_4,USER,My bad 12267,inform,000TrainNo
93,5,93_5,BOT,Aap kis tareekh ko travel karenge,,
93,6,93_6,USER,18-03-2020,inform,Date
93,7,93_7,BOT,Train is at MUMBAI CENTRAL.,,
93,8,93_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
94,0,94_0,USER,namaskar ji,greet,00
94,1,94_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
94,2,94_2,USER,status of 13134 19-03-2020,trainStatus,00TrainNoDate
94,3,94_3,BOT,Train is at VARANASI JUNCTION.,,
94,4,94_4,BOT,Sevak se sampark karne k liye dhanyawad,,
95,0,95_0,USER,namaste sevak,greet,00
95,1,95_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
95,2,95_2,USER,live status of train,trainStatus,0000
95,3,95_3,BOT,Can I have your train number,,
95,4,95_4,USER,19419,inform,000TrainNo
95,5,95_5,BOT,Aap kis tareekh ko travel karenge,,
95,6,95_6,USER,17-03-2020,inform,Date
95,7,95_7,BOT,Train is at CHENNAI CENTRAL.,,
95,8,95_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
96,0,96_0,USER,namaste sevak,greet,00
96,1,96_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
96,2,96_2,USER,12436 kaha par hai train  for 19-03-2020,trainStatus,TrainNo000000Date
96,3,96_3,BOT,Train is at NEW DELHI.,,
96,4,96_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
97,0,97_0,USER,good evening,greet,00
97,1,97_1,BOT,Hello. Apni query bataye,,
97,2,97_2,USER,show me live train status,trainStatus,00000
97,3,97_3,BOT,Please enter valid train number,,
97,4,97_4,USER,22935,inform,0000TrainNo
97,5,97_5,BOT,Aap kis tareekh ko travel karenge,,
97,6,97_6,USER,18-03-2020,inform,Date
97,7,97_7,BOT,Train is at BANDRA TERMINUS.,,
97,8,97_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
98,0,98_0,USER,pranaam,greet,0
98,1,98_1,BOT,Hello. Apni query bataye,,
98,2,98_2,USER,show me live status of train,trainStatus,000000
98,3,98_3,BOT,"Sir, what’s your train number",,
98,4,98_4,USER,My bad 12934,inform,00000TrainNo
98,5,98_5,BOT,Aap kis tareekh ko travel karenge,,
98,6,98_6,USER,18-03-2020,inform,Date
98,7,98_7,BOT,Train is at AHMEDABAD JUNCTION.,,
98,8,98_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
99,0,99_0,USER,hi pal!,greet,00
99,1,99_1,BOT,Hello. Apni query bataye,,
99,2,99_2,USER,abhi train no 12650 ka status kya hai,trainStatus,000TrainNo0000
99,3,99_3,BOT,Aap kis tareekh ko travel karenge,,
99,4,99_4,USER,18-03-2020,inform,Date
99,5,99_5,BOT,Train is at H NIZAMUDDIN.,,
99,6,99_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
100,0,100_0,USER,Hello,greet,0
100,1,100_1,BOT,Hello. Apni query bataye,,
100,2,100_2,USER,mujhe current status janna hai train no 12708 on 18-03-2020,trainStatus,0000000TrainNo0Date
100,3,100_3,BOT,Train is at H NIZAMUDDIN.,,
100,4,100_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
101,0,101_0,USER,namaskar ji,greet,00
101,1,101_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
101,2,101_2,USER,currently kaha tak pahuch gaye train 12345 for 17-03-2020,trainStatus,000000TrainNo0Date
101,3,101_3,BOT,Train is at HOWRAH JUNCTION.,,
101,4,101_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
102,0,102_0,USER,good evening,greet,00
102,1,102_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
102,2,102_2,USER,Train no 22682 ka running status batao for 17-03-2020,trainStatus,00TrainNo00000Date
102,3,102_3,BOT,Train is at CHENNAI CENTRAL.,,
102,4,102_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
103,0,103_0,USER,Hi Sevak,greet,00
103,1,103_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
103,2,103_2,USER,Train no 19028 k current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
103,3,103_3,BOT,Train is at JAMMU TAWI.,,
103,4,103_4,BOT,Sevak se sampark karne k liye dhanyawad,,
104,0,104_0,USER,hi pal!,greet,00
104,1,104_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
104,2,104_2,USER,Train no 12360 k running status kya hai for 19-03-2020,trainStatus,00TrainNo000000Date
104,3,104_3,BOT,Train is at PATNA JUNCTION.,,
104,4,104_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
105,0,105_0,USER,Hey,greet,0
105,1,105_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
105,2,105_2,USER,12735 status batao on 17-03-2020,trainStatus,TrainNo000Date
105,3,105_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
105,4,105_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
106,0,106_0,USER,Hello,greet,0
106,1,106_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
106,2,106_2,USER,mujhe running status status janna hai train no 12707 on 19-03-2020,trainStatus,00000000TrainNo0Date
106,3,106_3,BOT,Train is at TIRUPATI.,,
106,4,106_4,BOT,Sevak se sampark karne k liye dhanyawad,,
107,0,107_0,USER,pranaam,greet,0
107,1,107_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
107,2,107_2,USER,17311 k status batao,trainStatus,TrainNo000
107,3,107_3,BOT,Aap kis tareekh ko travel karenge,,
107,4,107_4,USER,19-03-2020,inform,Date
107,5,107_5,BOT,Train is at CHENNAI CENTRAL.,,
107,6,107_6,BOT,Sevak se sampark karne k liye dhanyawad,,
108,0,108_0,USER,Hi Sevak,greet,00
108,1,108_1,BOT,Hello. Apni query bataye,,
108,2,108_2,USER,12967 kaha hai,trainStatus,TrainNo00
108,3,108_3,BOT,Aap kis tareekh ko travel karenge,,
108,4,108_4,USER,19-03-2020,inform,Date
108,5,108_5,BOT,Train is at CHENNAI CENTRAL.,,
108,6,108_6,BOT,Sevak se sampark karne k liye dhanyawad,,
109,0,109_0,USER,hi pal!,greet,00
109,1,109_1,BOT,Hello. Apni query bataye,,
109,2,109_2,USER,kya mai live status check kar sakta ho,trainStatus,00000000
109,3,109_3,BOT,"Sir, what’s your train number",,
109,4,109_4,USER,Yeah its 22423,inform,0000000TrainNo
109,5,109_5,BOT,Aap kis tareekh ko travel karenge,,
109,6,109_6,USER,17-03-2020,inform,Date
109,7,109_7,BOT,Train is at DIBRUGARH TOWN.,,
109,8,109_8,BOT,Sevak se sampark karne k liye dhanyawad,,
110,0,110_0,USER,Hey,greet,0
110,1,110_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
110,2,110_2,USER,12502 kaha par hai train  for 19-03-2020,trainStatus,TrainNo000000Date
110,3,110_3,BOT,Train is at NEW DELHI.,,
110,4,110_4,BOT,Sevak se sampark karne k liye dhanyawad,,
111,0,111_0,USER,pranaam,greet,0
111,1,111_1,BOT,Hello. Apni query bataye,,
111,2,111_2,USER,12510 k status batao,trainStatus,TrainNo000
111,3,111_3,BOT,Aap kis tareekh ko travel karenge,,
111,4,111_4,USER,17-03-2020,inform,Date
111,5,111_5,BOT,Train is at GUWAHATI.,,
111,6,111_6,BOT,Sevak se sampark karne k liye dhanyawad,,
112,0,112_0,USER,Hello,greet,0
112,1,112_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
112,2,112_2,USER,12650 kaha tak pahuch gaye train for 17-03-2020,trainStatus,TrainNo000000Date
112,3,112_3,BOT,Train is at H NIZAMUDDIN.,,
112,4,112_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
113,0,113_0,USER,Hi Sevak,greet,00
113,1,113_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
113,2,113_2,USER,Train no 13008 ka current status batao on 19-03-2020,trainStatus,00TrainNo00000Date
113,3,113_3,BOT,Train is at MUGHAL SARAI JUNCTION.,,
113,4,113_4,BOT,Sevak se sampark karne k liye dhanyawad,,
114,0,114_0,USER,good evening,greet,00
114,1,114_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
114,2,114_2,USER,train no 12649 abhi kaha hai,trainStatus,00TrainNo000
114,3,114_3,BOT,Aap kis tareekh ko travel karenge,,
114,4,114_4,USER,19-03-2020,inform,Date
114,5,114_5,BOT,Train is at YESVANTPUR JUNCTION.,,
114,6,114_6,BOT,Sevak se sampark karne k liye dhanyawad,,
115,0,115_0,USER,namaste,greet,0
115,1,115_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
115,2,115_2,USER,train 12665 ka 19-03-2020 date ke liye running status batana,trainStatus,0TrainNo0Date000000
115,3,115_3,BOT,Train is at HOWRAH JUNCTION.,,
115,4,115_4,BOT,Sevak se sampark karne k liye dhanyawad,,
116,0,116_0,USER,Hey,greet,0
116,1,116_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
116,2,116_2,USER,kaha tak pahuch gaye train 12369 for 19-03-2020,trainStatus,00000TrainNo0Date
116,3,116_3,BOT,Train is at HOWRAH JUNCTION.,,
116,4,116_4,BOT,Sevak se sampark karne k liye dhanyawad,,
117,0,117_0,USER,good evening,greet,00
117,1,117_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
117,2,117_2,USER,train no 12650 abhi kaha hai,trainStatus,00TrainNo000
117,3,117_3,BOT,Aap kis tareekh ko travel karenge,,
117,4,117_4,USER,19-03-2020,inform,Date
117,5,117_5,BOT,Train is at H NIZAMUDDIN.,,
117,6,117_6,BOT,Sevak se sampark karne k liye dhanyawad,,
118,0,118_0,USER,hi pal!,greet,00
118,1,118_1,BOT,Hello. Apni query bataye,,
118,2,118_2,USER,Train no 12864 ka running status batao for 18-03-2020,trainStatus,00TrainNo00000Date
118,3,118_3,BOT,Train is at YESVANTPUR JUNCTION.,,
118,4,118_4,BOT,Sevak se sampark karne k liye dhanyawad,,
119,0,119_0,USER,pranaam,greet,0
119,1,119_1,BOT,Hello. Apni query bataye,,
119,2,119_2,USER,Mujhe 12323 ka location btana ,trainStatus,0TrainNo0000
119,3,119_3,BOT,Aap kis tareekh ko travel karenge,,
119,4,119_4,USER,18-03-2020,inform,Date
119,5,119_5,BOT,Train is at HOWRAH JUNCTION.,,
119,6,119_6,BOT,Sevak se sampark karne k liye dhanyawad,,
120,0,120_0,USER,good evening,greet,00
120,1,120_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
120,2,120_2,USER,abhi 12514 ka status kya hai,trainStatus,0TrainNo0000
120,3,120_3,BOT,Aap kis tareekh ko travel karenge,,
120,4,120_4,USER,17-03-2020,inform,Date
120,5,120_5,BOT,Train is at GUWAHATI.,,
120,6,120_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
121,0,121_0,USER,namaskar ji,greet,00
121,1,121_1,BOT,Hello. Apni query bataye,,
121,2,121_2,USER,current position of 16032 batao,trainStatus,000TrainNo0
121,3,121_3,BOT,Aap kis tareekh ko travel karenge,,
121,4,121_4,USER,18-03-2020,inform,Date
121,5,121_5,BOT,Train is at JAMMU TAWI.,,
121,6,121_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
122,0,122_0,USER,Hi Sevak,greet,00
122,1,122_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
122,2,122_2,USER,Train no 12617 k current status batao on 19-03-2020,trainStatus,00TrainNo00000Date
122,3,122_3,BOT,Train is at ERANAKULAM JUNCTION.,,
122,4,122_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
123,0,123_0,USER,Hello,greet,0
123,1,123_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
123,2,123_2,USER,train no 12023 abhi kaha hai for 18-03-2020,trainStatus,00TrainNo0000Date
123,3,123_3,BOT,Train is at HOWRAH JUNCTION.,,
123,4,123_4,BOT,Sevak se sampark karne k liye dhanyawad,,
124,0,124_0,USER,hi pal!,greet,00
124,1,124_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
124,2,124_2,USER,12901 current position batao,trainStatus,TrainNo000
124,3,124_3,BOT,Aap kis tareekh ko travel karenge,,
124,4,124_4,USER,19-03-2020,inform,Date
124,5,124_5,BOT,Train is at MUMBAI CENTRAL.,,
124,6,124_6,BOT,Sevak se sampark karne k liye dhanyawad,,
125,0,125_0,USER,pranaam,greet,0
125,1,125_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
125,2,125_2,USER,train no 13120 abhi kaha hai,trainStatus,00TrainNo000
125,3,125_3,BOT,Aap kis tareekh ko travel karenge,,
125,4,125_4,USER,18-03-2020,inform,Date
125,5,125_5,BOT,Train is at DELHI.,,
125,6,125_6,BOT,Sevak se sampark karne k liye dhanyawad,,
126,0,126_0,USER,good evening,greet,00
